eval/mean_reward,step
0.14306271204150833,189
0.45802558704734947,9639
0.5194405583910229,19089
0.6100523937971439,28539
0.6245850777506069,37989
0.6026937290450354,47439
0.6664434886250867,56889
0.6429331781085084,66339
0.5770794871417613,75600
