eval/mean_reward,step
0.14306271204150833,189
0.14585539397125763,378
0.17231042751584413,567
0.17967940783957356,756
0.18599055512937984,945
0.19229534070130921,1134
0.2338553923107005,1323
0.22698109034870767,1512
0.25751655542270013,1701
0.25919162053049055,1890
